,brand,country,currency,customers_per_day,outlet_id,week_id,weekday,sales_per_day
9604,MediaMarkt,italy,EURO,0.0,598.0,13.0,sun,0.0
9605,MediaMarkt,germany,EURO,514.0,97.0,6.0,tue,48783.8
9606,Saturn,netherlands,EURO,2533.0,601.0,40.0,sat,68271.53
9607,Saturn,spain,EURO,1377.0,112.0,19.0,wed,57587.79
9608,MediaMarkt,germany,EURO,2607.0,70.0,4.0,sat,80546.57
9609,MediaMarkt,germany,EURO,1919.0,52.0,22.0,fri,53287.85
9610,Saturn,spain,EURO,1854.0,112.0,6.0,fri,50971.73
9611,Saturn,italy,EURO,388.0,588.0,36.0,thu,65696.48
9612,MediaMarkt,italy,EURO,950.0,530.0,50.0,thu,60480.7
9613,MediaMarkt,germany,EURO,3052.0,97.0,2.0,sat,70679.56
9614,MediaMarkt,germany,EURO,2648.0,14.0,43.0,sat,77185.66
9615,MediaMarkt,spain,EURO,575.0,164.0,10.0,tue,53568.41
9616,MediaMarkt,germany,EURO,0.0,56.0,15.0,sun,0.0
9617,MediaMarkt,greece,EURO,531.0,222.0,4.0,thu,60830.83
9618,MediaMarkt,spain,EURO,1369.0,164.0,37.0,fri,58551.04
9619,MediaMarkt,spain,EURO,3229.0,100.0,6.0,sat,75201.85
9620,Saturn,italy,EURO,409.0,588.0,26.0,tue,50871.44
9621,MediaMarkt,italy,EURO,589.0,598.0,52.0,thu,56606.67
9622,MediaMarkt,germany,EURO,0.0,70.0,46.0,sun,0.0
9623,MediaMarkt,germany,EURO,0.0,95.0,17.0,sun,0.0
9624,MediaMarkt,netherlands,EURO,448.0,645.0,39.0,thu,59347.67
9625,Saturn,germany,EURO,1570.0,17.0,30.0,fri,52247.13
9626,MediaMarkt,austria,EURO,239.0,339.0,21.0,mon,69492.7
9627,Saturn,spain,EURO,320.0,108.0,25.0,tue,46805.17
9628,MediaMarkt,germany,EURO,510.0,74.0,9.0,thu,54752.0
9629,Saturn,spain,EURO,1823.0,187.0,3.0,sat,63565.32
9630,MediaMarkt,germany,EURO,513.0,74.0,27.0,tue,55384.58
9631,Saturn,austria,EURO,2097.0,301.0,44.0,sat,70442.59
9632,MediaMarkt,greece,EURO,441.0,240.0,8.0,thu,59491.88
9633,MediaMarkt,spain,EURO,562.0,164.0,32.0,tue,50045.83
9634,MediaMarkt,germany,EURO,1574.0,52.0,51.0,wed,68299.81
9635,MediaMarkt,austria,EURO,886.0,339.0,6.0,wed,58911.58
9636,MediaMarkt,austria,EURO,0.0,334.0,13.0,sun,0.0
9637,MediaMarkt,switzerland,CHF,0.0,477.0,17.0,sun,0.0
9638,MediaMarkt,germany,EURO,411.0,99.0,9.0,thu,60833.65
9639,MediaMarkt,greece,EURO,0.0,222.0,20.0,sun,0.0
9640,MediaMarkt,switzerland,CHF,2690.0,421.0,48.0,sat,70776.06
9641,MediaMarkt,germany,EURO,356.0,99.0,37.0,tue,50493.89
9642,MediaMarkt,germany,EURO,0.0,56.0,4.0,sun,0.0
9643,MediaMarkt,spain,EURO,410.0,164.0,7.0,thu,54555.7
9644,MediaMarkt,netherlands,EURO,2496.0,608.0,14.0,sat,70592.32
9645,Saturn,germany,EURO,1518.0,81.0,12.0,fri,55206.66
9646,MediaMarkt,italy,EURO,285.0,555.0,17.0,tue,52680.0
9647,MediaMarkt,austria,EURO,0.0,399.0,3.0,sun,0.0
9648,MediaMarkt,spain,EURO,322.0,142.0,39.0,mon,52756.44
9649,MediaMarkt,austria,EURO,501.0,399.0,3.0,tue,49125.68
9650,MediaMarkt,spain,EURO,534.0,142.0,18.0,tue,51082.56
9651,MediaMarkt,austria,EURO,1827.0,334.0,29.0,fri,54332.74
9652,MediaMarkt,netherlands,EURO,518.0,694.0,31.0,thu,53226.22
9653,Saturn,austria,EURO,457.0,301.0,48.0,tue,57164.45
9654,Saturn,spain,EURO,552.0,112.0,44.0,tue,56862.42
9655,MediaMarkt,austria,EURO,2200.0,334.0,44.0,fri,59971.5
9656,MediaMarkt,germany,EURO,0.0,95.0,19.0,sun,0.0
9657,MediaMarkt,spain,EURO,336.0,142.0,42.0,mon,55854.97
9658,MediaMarkt,austria,EURO,698.0,399.0,47.0,tue,53818.22
9659,MediaMarkt,germany,EURO,1462.0,59.0,9.0,wed,65791.31
9660,MediaMarkt,italy,EURO,1213.0,598.0,28.0,wed,62060.73
9661,MediaMarkt,italy,EURO,417.0,530.0,14.0,tue,44446.4
9662,MediaMarkt,austria,EURO,0.0,342.0,5.0,sun,0.0
9663,MediaMarkt,germany,EURO,1892.0,97.0,11.0,fri,57269.72
9664,MediaMarkt,austria,EURO,0.0,339.0,38.0,sun,0.0
9665,Saturn,austria,EURO,0.0,333.0,34.0,sun,0.0
9666,MediaMarkt,germany,EURO,0.0,99.0,42.0,sun,0.0
9667,Saturn,italy,EURO,1019.0,588.0,29.0,wed,59906.0
9668,MediaMarkt,austria,EURO,407.0,342.0,39.0,thu,55246.81
9669,MediaMarkt,italy,EURO,2206.0,551.0,34.0,fri,57204.52
9670,MediaMarkt,netherlands,EURO,0.0,694.0,35.0,sun,0.0
9671,MediaMarkt,germany,EURO,423.0,70.0,12.0,thu,51538.33
9672,MediaMarkt,germany,EURO,2002.0,74.0,35.0,fri,54881.2
9673,MediaMarkt,germany,EURO,1815.0,74.0,34.0,sat,66471.02
9674,MediaMarkt,switzerland,CHF,320.0,421.0,33.0,thu,60758.72
9675,MediaMarkt,germany,EURO,0.0,95.0,8.0,sun,0.0
9676,Saturn,spain,EURO,4008.0,187.0,50.0,sat,74737.08
9677,MediaMarkt,austria,EURO,460.0,334.0,26.0,thu,66920.89
9678,MediaMarkt,germany,EURO,518.0,14.0,29.0,thu,58643.49
9679,MediaMarkt,netherlands,EURO,0.0,608.0,46.0,sun,0.0
9680,MediaMarkt,germany,EURO,1773.0,74.0,20.0,fri,51270.0
9681,MediaMarkt,greece,EURO,0.0,222.0,12.0,sun,0.0
9682,MediaMarkt,italy,EURO,0.0,551.0,32.0,sun,0.0
9683,Saturn,greece,EURO,1647.0,298.0,16.0,fri,60232.36
9684,Saturn,germany,EURO,0.0,17.0,4.0,sun,0.0
9685,Saturn,austria,EURO,1694.0,301.0,47.0,wed,60933.7
9686,MediaMarkt,austria,EURO,0.0,334.0,46.0,sun,0.0
9687,MediaMarkt,italy,EURO,291.0,555.0,47.0,mon,51096.96
9688,MediaMarkt,germany,EURO,481.0,14.0,51.0,thu,59069.37
9689,MediaMarkt,greece,EURO,573.0,222.0,51.0,thu,62886.27
9690,MediaMarkt,germany,EURO,0.0,79.0,2.0,sun,0.0
9691,MediaMarkt,greece,EURO,0.0,240.0,50.0,sun,0.0
9692,Saturn,spain,EURO,404.0,187.0,20.0,mon,61455.68
9693,MediaMarkt,netherlands,EURO,1230.0,694.0,6.0,wed,58654.6
9694,Saturn,spain,EURO,1952.0,112.0,20.0,fri,56137.75
9695,Saturn,germany,EURO,450.0,51.0,40.0,tue,55705.46
9696,MediaMarkt,switzerland,CHF,249.0,421.0,41.0,mon,52128.84
9697,MediaMarkt,switzerland,CHF,597.0,421.0,38.0,tue,57820.94
9698,MediaMarkt,italy,EURO,355.0,530.0,19.0,mon,54646.31
9699,MediaMarkt,austria,EURO,361.0,399.0,27.0,tue,54134.57
9700,Saturn,germany,EURO,1520.0,51.0,18.0,wed,67324.86
9701,MediaMarkt,austria,EURO,0.0,334.0,30.0,sun,0.0
9702,MediaMarkt,spain,EURO,2569.0,142.0,17.0,sat,73784.33
9703,MediaMarkt,netherlands,EURO,1291.0,608.0,11.0,wed,67143.41
9704,MediaMarkt,germany,EURO,411.0,99.0,17.0,tue,50784.92
9705,Saturn,greece,EURO,371.0,251.0,34.0,thu,61154.34
9706,Saturn,greece,EURO,0.0,251.0,38.0,sun,0.0
9707,MediaMarkt,italy,EURO,3088.0,598.0,43.0,sat,86440.92
9708,MediaMarkt,germany,EURO,3349.0,97.0,51.0,sat,79949.43
9709,Saturn,spain,EURO,262.0,112.0,12.0,mon,57841.21
9710,MediaMarkt,germany,EURO,0.0,95.0,24.0,sun,0.0
9711,Saturn,netherlands,EURO,0.0,698.0,14.0,sun,0.0
9712,MediaMarkt,germany,EURO,2791.0,52.0,52.0,sat,76768.14
9713,MediaMarkt,germany,EURO,413.0,70.0,6.0,tue,57951.97
9714,Saturn,netherlands,EURO,1503.0,601.0,26.0,wed,57581.69
9715,MediaMarkt,germany,EURO,314.0,95.0,22.0,thu,62156.63
9716,MediaMarkt,italy,EURO,1686.0,598.0,32.0,wed,69514.31
9717,Saturn,germany,EURO,499.0,81.0,32.0,thu,57177.34
9718,MediaMarkt,austria,EURO,1309.0,342.0,3.0,fri,48139.85
9719,Saturn,netherlands,EURO,569.0,698.0,22.0,thu,65554.53
9720,Saturn,germany,EURO,2035.0,51.0,44.0,sat,76133.64
9721,MediaMarkt,germany,EURO,2257.0,56.0,45.0,fri,62733.44
9722,Saturn,spain,EURO,477.0,108.0,28.0,tue,63324.66
9723,Saturn,spain,EURO,1472.0,108.0,49.0,wed,59601.36
9724,MediaMarkt,germany,EURO,3259.0,97.0,36.0,sat,79168.32
9725,MediaMarkt,greece,EURO,0.0,234.0,15.0,sun,0.0
9726,MediaMarkt,germany,EURO,3318.0,56.0,51.0,fri,65777.02
9727,MediaMarkt,germany,EURO,1693.0,56.0,42.0,sat,65045.03
9728,MediaMarkt,italy,EURO,0.0,598.0,43.0,wed,59652.04
9729,MediaMarkt,germany,EURO,2202.0,14.0,49.0,fri,54220.43
9730,MediaMarkt,italy,EURO,377.0,509.0,16.0,tue,49846.09
9731,MediaMarkt,spain,EURO,0.0,106.0,19.0,sun,0.0
9732,Saturn,germany,EURO,0.0,81.0,27.0,sun,0.0
9733,MediaMarkt,germany,EURO,4153.0,74.0,47.0,sat,76565.49
9734,MediaMarkt,greece,EURO,356.0,255.0,43.0,mon,53874.74
9735,MediaMarkt,austria,EURO,0.0,399.0,16.0,sun,0.0
9736,MediaMarkt,germany,EURO,953.0,56.0,33.0,wed,66001.51
9737,MediaMarkt,netherlands,EURO,2239.0,645.0,9.0,fri,58724.39
9738,MediaMarkt,greece,EURO,422.0,222.0,11.0,thu,57572.14
9739,MediaMarkt,italy,EURO,1403.0,598.0,16.0,wed,59695.56
9740,MediaMarkt,greece,EURO,1391.0,222.0,42.0,wed,68813.43
9741,MediaMarkt,germany,EURO,1606.0,79.0,42.0,fri,54574.6
9742,Saturn,austria,EURO,293.0,333.0,34.0,thu,60458.59
9743,Saturn,germany,EURO,2308.0,81.0,26.0,sat,72464.55
9744,MediaMarkt,germany,EURO,339.0,14.0,24.0,mon,62516.79
9745,Saturn,germany,EURO,0.0,17.0,41.0,sun,0.0
9746,Saturn,italy,EURO,2176.0,582.0,34.0,fri,64544.11
9747,MediaMarkt,italy,EURO,316.0,530.0,46.0,thu,58789.37
9748,MediaMarkt,austria,EURO,407.0,334.0,44.0,mon,65451.33
9749,Saturn,germany,EURO,1760.0,51.0,49.0,wed,62614.07
9750,MediaMarkt,germany,EURO,322.0,52.0,44.0,thu,57289.57
9751,MediaMarkt,germany,EURO,0.0,97.0,11.0,sun,0.0
9752,Saturn,germany,EURO,0.0,17.0,19.0,sun,0.0
9753,MediaMarkt,germany,EURO,1882.0,59.0,23.0,sat,74176.02
9754,MediaMarkt,spain,EURO,0.0,100.0,35.0,sun,0.0
9755,Saturn,italy,EURO,275.0,588.0,36.0,mon,48710.07
9756,MediaMarkt,spain,EURO,557.0,106.0,6.0,tue,58516.57
9757,Saturn,spain,EURO,365.0,187.0,45.0,tue,51053.82
9758,Saturn,germany,EURO,431.0,86.0,28.0,tue,57278.21
9759,MediaMarkt,germany,EURO,2634.0,79.0,35.0,sat,73627.37
9760,MediaMarkt,spain,EURO,826.0,106.0,12.0,wed,55924.71
9761,MediaMarkt,italy,EURO,1436.0,598.0,51.0,wed,59839.28
9762,Saturn,germany,EURO,0.0,86.0,7.0,sun,0.0
9763,MediaMarkt,italy,EURO,1124.0,598.0,44.0,wed,63452.3
9764,MediaMarkt,netherlands,EURO,764.0,608.0,51.0,thu,67829.42
9765,MediaMarkt,austria,EURO,525.0,339.0,41.0,thu,61490.75
9766,MediaMarkt,switzerland,CHF,0.0,421.0,31.0,sun,0.0
9767,Saturn,germany,EURO,3175.0,51.0,51.0,fri,63828.85
9768,MediaMarkt,italy,EURO,316.0,555.0,27.0,mon,56597.4
9769,MediaMarkt,italy,EURO,1145.0,509.0,21.0,wed,63114.41
9770,MediaMarkt,italy,EURO,308.0,598.0,7.0,mon,44248.88
9771,Saturn,netherlands,EURO,1284.0,698.0,28.0,fri,58488.96
9772,MediaMarkt,germany,EURO,0.0,59.0,20.0,sun,0.0
9773,Saturn,netherlands,EURO,3392.0,698.0,49.0,sat,80053.54
9774,MediaMarkt,netherlands,EURO,462.0,652.0,44.0,tue,55588.16
9775,Saturn,italy,EURO,469.0,582.0,51.0,thu,62200.96
9776,MediaMarkt,italy,EURO,2225.0,598.0,18.0,fri,53140.08
9777,MediaMarkt,switzerland,CHF,0.0,408.0,50.0,sun,0.0
9778,MediaMarkt,austria,EURO,1597.0,334.0,6.0,wed,60893.29
9779,Saturn,italy,EURO,952.0,588.0,8.0,wed,61020.28
9780,MediaMarkt,germany,EURO,0.0,95.0,38.0,sun,0.0
9781,MediaMarkt,spain,EURO,2490.0,142.0,51.0,sat,76312.25
9782,Saturn,spain,EURO,1928.0,108.0,18.0,fri,55304.74
9783,MediaMarkt,germany,EURO,2268.0,99.0,10.0,sat,66530.47
9784,MediaMarkt,switzerland,CHF,390.0,477.0,18.0,thu,61237.81
9785,MediaMarkt,austria,EURO,323.0,363.0,16.0,thu,53333.55
9786,Saturn,greece,EURO,3334.0,251.0,47.0,fri,63392.86
9787,MediaMarkt,germany,EURO,290.0,56.0,28.0,mon,47399.21
9788,MediaMarkt,austria,EURO,2214.0,363.0,21.0,sat,81969.01
9789,MediaMarkt,spain,EURO,0.0,100.0,3.0,sun,0.0
9790,MediaMarkt,italy,EURO,292.0,530.0,32.0,mon,52779.88
9791,Saturn,italy,EURO,391.0,582.0,46.0,tue,47607.3
9792,MediaMarkt,greece,EURO,1062.0,234.0,24.0,wed,61883.04
9793,MediaMarkt,austria,EURO,321.0,363.0,32.0,mon,62789.22
9794,MediaMarkt,italy,EURO,458.0,551.0,44.0,thu,55334.55
9795,MediaMarkt,germany,EURO,445.0,70.0,27.0,thu,59729.03
9796,MediaMarkt,greece,0,2210.0,255.0,12.0,fri,58217.85
9797,MediaMarkt,spain,EURO,1643.0,164.0,47.0,fri,59612.84
9798,Saturn,italy,EURO,308.0,582.0,30.0,mon,51509.53
9799,Saturn,greece,EURO,1276.0,298.0,4.0,0,54218.39
9800,MediaMarkt,germany,EURO,622.0,70.0,51.0,thu,58622.31
9801,MediaMarkt,netherlands,EURO,1944.0,608.0,9.0,sat,67577.29
9802,Saturn,germany,EURO,385.0,17.0,25.0,mon,61714.1
9803,MediaMarkt,germany,EURO,848.0,99.0,32.0,wed,63576.77
9804,Saturn,italy,EURO,551.0,588.0,48.0,tue,52957.67
9805,Saturn,austria,EURO,0.0,333.0,3.0,sun,0.0
9806,MediaMarkt,greece,EURO,247.0,222.0,27.0,mon,60360.46
9807,MediaMarkt,greece,EURO,0.0,255.0,39.0,sun,0.0
9808,MediaMarkt,greece,EURO,327.0,240.0,3.0,tue,47893.53
9809,MediaMarkt,germany,EURO,0.0,95.0,37.0,sun,0.0
9810,MediaMarkt,italy,EURO,0.0,530.0,6.0,sun,0.0
9811,MediaMarkt,italy,EURO,230.0,598.0,11.0,mon,57884.67
9812,Saturn,spain,EURO,2166.0,108.0,12.0,sat,59401.62
9813,Saturn,italy,EURO,467.0,582.0,50.0,mon,60209.08
9814,Saturn,spain,EURO,508.0,108.0,31.0,tue,51313.12
9815,Saturn,spain,EURO,223.0,108.0,19.0,mon,55441.38
9816,Saturn,austria,EURO,881.0,333.0,44.0,wed,63048.02
9817,MediaMarkt,netherlands,EURO,0.0,694.0,49.0,sun,0.0
9818,MediaMarkt,germany,EURO,322.0,95.0,35.0,mon,55518.94
9819,MediaMarkt,italy,EURO,0.0,598.0,15.0,sun,0.0
9820,Saturn,netherlands,EURO,638.0,601.0,30.0,tue,49789.92
9821,MediaMarkt,greece,EURO,2086.0,234.0,52.0,wed,68984.06
9822,MediaMarkt,netherlands,EURO,1543.0,645.0,13.0,wed,60250.32
9823,MediaMarkt,germany,EURO,861.0,56.0,32.0,wed,56922.57
9824,MediaMarkt,austria,EURO,1985.0,339.0,35.0,sat,67976.61
9825,MediaMarkt,switzerland,CHF,591.0,477.0,43.0,tue,63958.49
9826,MediaMarkt,switzerland,CHF,2010.0,421.0,24.0,fri,63563.06
9827,Saturn,greece,EURO,1473.0,298.0,24.0,wed,69477.51
9828,MediaMarkt,italy,EURO,1762.0,530.0,8.0,fri,59840.63
9829,MediaMarkt,germany,EURO,0.0,95.0,5.0,sun,0.0
9830,MediaMarkt,germany,EURO,3076.0,56.0,38.0,sat,80086.48
9831,Saturn,greece,EURO,0.0,298.0,48.0,sun,0.0
9832,MediaMarkt,germany,EURO,418.0,59.0,14.0,thu,57289.15
9833,MediaMarkt,spain,EURO,0.0,106.0,8.0,sun,0.0
9834,MediaMarkt,spain,EURO,1439.0,142.0,33.0,wed,60982.42
9835,MediaMarkt,italy,EURO,1586.0,509.0,29.0,fri,58280.71
9836,Saturn,germany,EURO,740.0,81.0,52.0,tue,60474.25
9837,MediaMarkt,austria,EURO,2429.0,399.0,15.0,fri,61749.58
9838,Saturn,italy,EURO,0.0,582.0,31.0,sun,0.0
9839,MediaMarkt,germany,EURO,538.0,79.0,47.0,thu,50839.69
9840,MediaMarkt,austria,EURO,2514.0,339.0,28.0,sat,75184.64
9841,Saturn,germany,EURO,1280.0,81.0,49.0,wed,61313.1
9842,MediaMarkt,germany,EURO,0.0,95.0,50.0,sun,0.0
9843,Saturn,italy,EURO,540.0,588.0,2.0,thu,60441.93
9844,Saturn,germany,EURO,2279.0,81.0,49.0,fri,57587.13
9845,Saturn,italy,EURO,0.0,588.0,50.0,sun,0.0
9846,Saturn,greece,EURO,2270.0,298.0,25.0,sat,67347.08
9847,Saturn,italy,EURO,1405.0,582.0,36.0,wed,72937.73
9848,MediaMarkt,greece,EURO,0.0,234.0,51.0,sun,0.0
9849,Saturn,austria,EURO,1508.0,301.0,11.0,wed,55661.21
9850,MediaMarkt,spain,EURO,1575.0,164.0,14.0,wed,61987.75
9851,Saturn,austria,EURO,1603.0,333.0,16.0,fri,66394.72
9852,MediaMarkt,switzerland,CHF,1982.0,421.0,17.0,fri,57723.24
9853,Saturn,italy,EURO,482.0,582.0,44.0,tue,53792.3
9854,MediaMarkt,spain,EURO,393.0,106.0,16.0,tue,44377.44
9855,MediaMarkt,germany,EURO,329.0,59.0,44.0,thu,58178.8
9856,Saturn,spain,EURO,2320.0,187.0,36.0,fri,61288.51
9857,MediaMarkt,netherlands,EURO,297.0,645.0,38.0,mon,51154.52
9858,MediaMarkt,netherlands,EURO,1330.0,608.0,23.0,wed,64133.62
9859,MediaMarkt,germany,EURO,2355.0,14.0,45.0,sat,71102.75
9860,MediaMarkt,germany,EURO,769.0,70.0,48.0,tue,41667.58
9861,MediaMarkt,italy,EURO,2576.0,598.0,31.0,sat,75735.98
9862,Saturn,germany,EURO,361.0,17.0,9.0,tue,45190.55
9863,Saturn,greece,EURO,2569.0,298.0,18.0,sat,75911.08
9864,MediaMarkt,germany,EURO,0.0,52.0,46.0,sun,0.0
9865,MediaMarkt,spain,EURO,2518.0,164.0,44.0,sat,61628.32
9866,MediaMarkt,spain,EURO,271.0,106.0,42.0,mon,52376.14
9867,MediaMarkt,germany,EURO,0.0,99.0,39.0,sun,0.0
9868,MediaMarkt,netherlands,EURO,0.0,645.0,4.0,sun,0.0
9869,Saturn,greece,EURO,585.0,298.0,46.0,tue,53037.47
9870,MediaMarkt,italy,EURO,1827.0,509.0,38.0,fri,53956.56
9871,MediaMarkt,spain,EURO,649.0,106.0,52.0,tue,48613.46
9872,MediaMarkt,austria,EURO,2034.0,339.0,14.0,sat,66492.96
9873,MediaMarkt,austria,EURO,479.0,363.0,47.0,tue,57228.75
9874,MediaMarkt,germany,EURO,0.0,59.0,33.0,sun,0.0
9875,Saturn,netherlands,EURO,2054.0,601.0,33.0,sat,71303.42
9876,MediaMarkt,austria,EURO,3069.0,399.0,50.0,fri,62229.19
9877,Saturn,austria,EURO,1661.0,301.0,32.0,sat,67484.76
9878,MediaMarkt,greece,EURO,1166.0,222.0,35.0,wed,64741.25
9879,Saturn,netherlands,EURO,2389.0,698.0,3.0,fri,64251.66
9880,MediaMarkt,germany,EURO,470.0,95.0,16.0,tue,51214.33
9881,Saturn,germany,EURO,2054.0,86.0,44.0,sat,74270.57
9882,MediaMarkt,austria,EURO,2527.0,334.0,45.0,sat,75504.31
9883,MediaMarkt,greece,EURO,2012.0,222.0,28.0,fri,65038.89
9884,Saturn,austria,EURO,517.0,301.0,25.0,thu,46116.3
9885,MediaMarkt,italy,EURO,0.0,509.0,1.0,sun,0.0
9886,MediaMarkt,italy,EURO,0.0,555.0,48.0,sun,0.0
9887,MediaMarkt,austria,EURO,393.0,334.0,14.0,tue,52516.01
9888,Saturn,germany,EURO,2689.0,81.0,31.0,sat,73159.11
9889,MediaMarkt,austria,EURO,793.0,363.0,48.0,tue,52862.09
9890,MediaMarkt,austria,EURO,608.0,399.0,39.0,thu,61499.67
9891,Saturn,netherlands,EURO,1699.0,601.0,11.0,sat,62948.11
9892,MediaMarkt,austria,EURO,2162.0,363.0,19.0,sat,77072.84
9893,MediaMarkt,germany,EURO,2720.0,52.0,33.0,sat,63267.13
9894,MediaMarkt,germany,EURO,1002.0,14.0,43.0,wed,62423.89
9895,MediaMarkt,austria,EURO,2788.0,363.0,34.0,sat,80053.7
9896,MediaMarkt,spain,EURO,0.0,164.0,20.0,sun,0.0
9897,Saturn,austria,EURO,1225.0,333.0,31.0,wed,61351.36
9898,MediaMarkt,germany,EURO,466.0,99.0,34.0,tue,55370.99
9899,Saturn,greece,EURO,471.0,251.0,22.0,thu,54527.52
9900,Saturn,spain,EURO,334.0,108.0,10.0,mon,56316.96
9901,MediaMarkt,spain,EURO,1295.0,106.0,25.0,wed,59953.67
9902,MediaMarkt,netherlands,EURO,1665.0,652.0,14.0,fri,50711.88
9903,MediaMarkt,spain,EURO,991.0,100.0,16.0,wed,59940.15
9904,MediaMarkt,germany,EURO,615.0,95.0,49.0,mon,60769.56
9905,MediaMarkt,germany,EURO,0.0,52.0,23.0,sun,0.0
9906,Saturn,italy,EURO,390.0,588.0,13.0,tue,57786.62
9907,MediaMarkt,germany,EURO,567.0,56.0,37.0,tue,48444.83
9908,MediaMarkt,switzerland,CHF,646.0,408.0,48.0,thu,60007.3
9909,Saturn,germany,EURO,2766.0,17.0,22.0,sat,81216.91
9910,MediaMarkt,greece,EURO,1761.0,240.0,6.0,sat,70212.48
9911,MediaMarkt,germany,EURO,347.0,99.0,20.0,thu,54161.64
9912,Saturn,germany,EURO,314.0,51.0,46.0,tue,59194.14
9913,MediaMarkt,netherlands,EURO,360.0,608.0,12.0,tue,45306.98
9914,MediaMarkt,austria,EURO,324.0,334.0,34.0,thu,58999.8
9915,MediaMarkt,greece,EURO,1270.0,234.0,34.0,wed,58570.8
9916,MediaMarkt,spain,EURO,471.0,100.0,50.0,mon,48544.52
9917,MediaMarkt,austria,EURO,433.0,363.0,20.0,tue,61382.89
9918,Saturn,austria,EURO,331.0,333.0,36.0,tue,52685.14
9919,Saturn,germany,EURO,1549.0,86.0,34.0,wed,70681.59
9920,MediaMarkt,greece,EURO,248.0,255.0,39.0,mon,58926.13
9921,Saturn,spain,EURO,0.0,187.0,10.0,sun,0.0
9922,MediaMarkt,spain,EURO,551.0,164.0,24.0,tue,51062.85
9923,MediaMarkt,germany,EURO,328.0,59.0,5.0,mon,53726.7
9924,MediaMarkt,netherlands,EURO,0.0,645.0,30.0,sun,0.0
9925,MediaMarkt,austria,EURO,1652.0,342.0,28.0,fri,59465.85
9926,MediaMarkt,germany,EURO,353.0,14.0,12.0,mon,58513.54
9927,MediaMarkt,austria,EURO,2051.0,342.0,15.0,fri,60231.52
9928,Saturn,greece,EURO,323.0,251.0,16.0,mon,54319.44
9929,MediaMarkt,germany,EURO,0.0,95.0,11.0,sun,0.0
9930,MediaMarkt,germany,EURO,392.0,70.0,32.0,mon,50531.46
9931,MediaMarkt,netherlands,EURO,468.0,608.0,8.0,tue,59430.47
9932,MediaMarkt,italy,EURO,491.0,555.0,43.0,tue,49754.55
9933,MediaMarkt,italy,EURO,264.0,530.0,26.0,mon,55149.81
9934,MediaMarkt,austria,EURO,419.0,334.0,3.0,mon,54966.87
9935,MediaMarkt,italy,EURO,1470.0,530.0,26.0,wed,60504.04
9936,MediaMarkt,switzerland,CHF,371.0,408.0,39.0,tue,62279.63
9937,Saturn,germany,EURO,441.0,81.0,45.0,thu,52378.37
9938,MediaMarkt,spain,EURO,0.0,106.0,36.0,sun,0.0
9939,MediaMarkt,greece,EURO,232.0,240.0,22.0,mon,63657.75
9940,MediaMarkt,austria,EURO,601.0,399.0,29.0,thu,58257.0
9941,MediaMarkt,germany,EURO,0.0,79.0,23.0,sun,0.0
9942,MediaMarkt,austria,EURO,0.0,399.0,51.0,sun,0.0
9943,Saturn,italy,EURO,0.0,582.0,34.0,sun,0.0
9944,MediaMarkt,netherlands,EURO,557.0,694.0,50.0,mon,52365.77
9945,MediaMarkt,netherlands,EURO,400.0,645.0,25.0,tue,49444.98
9946,MediaMarkt,austria,EURO,1340.0,399.0,2.0,wed,58352.39
9947,MediaMarkt,spain,EURO,1233.0,106.0,13.0,wed,64216.42
9948,MediaMarkt,netherlands,EURO,2644.0,645.0,13.0,sat,72044.71
9949,MediaMarkt,greece,EURO,453.0,234.0,7.0,tue,52870.62
9950,MediaMarkt,austria,EURO,372.0,399.0,18.0,mon,56181.58
9951,MediaMarkt,italy,EURO,599.0,555.0,18.0,thu,63489.58
9952,Saturn,spain,EURO,215.0,187.0,8.0,mon,45831.09
9953,MediaMarkt,spain,EURO,299.0,106.0,40.0,mon,58319.97
9954,Saturn,netherlands,EURO,1601.0,601.0,4.0,sat,63356.45
9955,Saturn,germany,EURO,577.0,81.0,36.0,thu,55334.13
9956,MediaMarkt,greece,EURO,0.0,240.0,49.0,sun,0.0
9957,MediaMarkt,netherlands,EURO,250.0,652.0,2.0,mon,51479.85
9958,MediaMarkt,germany,EURO,2202.0,56.0,32.0,sat,67333.97
9959,MediaMarkt,netherlands,EURO,483.0,694.0,44.0,tue,52854.78
9960,Saturn,italy,EURO,469.0,582.0,34.0,thu,59454.33
9961,MediaMarkt,netherlands,EURO,277.0,652.0,22.0,mon,61848.8
9962,MediaMarkt,germany,EURO,2118.0,79.0,49.0,wed,69215.06
9963,MediaMarkt,spain,EURO,473.0,142.0,5.0,thu,56260.74
9964,MediaMarkt,spain,EURO,0.0,106.0,16.0,sun,0.0
9965,MediaMarkt,austria,EURO,2134.0,399.0,21.0,fri,63111.28
9966,MediaMarkt,italy,EURO,0.0,551.0,33.0,sun,0.0
9967,MediaMarkt,greece,EURO,1557.0,240.0,40.0,fri,60519.36
9968,MediaMarkt,netherlands,EURO,335.0,645.0,37.0,mon,57737.16
9969,MediaMarkt,spain,EURO,2281.0,100.0,42.0,fri,72581.61
9970,Saturn,italy,EURO,569.0,588.0,8.0,thu,57631.12
9971,Saturn,germany,EURO,0.0,86.0,50.0,sun,0.0
9972,MediaMarkt,spain,EURO,527.0,142.0,44.0,tue,55643.88
9973,Saturn,germany,EURO,1340.0,81.0,30.0,wed,59936.34
9974,MediaMarkt,spain,EURO,1652.0,142.0,18.0,sat,71696.7
